Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Requests/s,Total Min Response Time,Total Max Response Time,Total Average Content Size
1668634406,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1500,1500,1500,1500,1500,1500,1500,1500,1500,10,0,1300.0,1426.5893899999999,1164.5017000000007,2065.1060999999995,114.0

1668634406,1,,Aggregated,0.700000,0.000000,1300,1300,1500,1500,1500,1500,1500,1500,1500,1500,1500,10,0,1300.0,1426.5893899999999,1164.5017000000007,2065.1060999999995,114.0

1668634407,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1500,1500,1500,1500,1500,1500,1500,1500,1500,10,0,1300.0,1426.5893899999999,1164.5017000000007,2065.1060999999995,114.0

1668634407,1,,Aggregated,0.700000,0.000000,1300,1300,1500,1500,1500,1500,1500,1500,1500,1500,1500,10,0,1300.0,1426.5893899999999,1164.5017000000007,2065.1060999999995,114.0

1668634408,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1500,1500,1500,1500,1500,1500,1500,1500,1500,10,0,1300.0,1426.5893899999999,1164.5017000000007,2065.1060999999995,114.0

1668634408,1,,Aggregated,0.700000,0.000000,1300,1300,1500,1500,1500,1500,1500,1500,1500,1500,1500,10,0,1300.0,1426.5893899999999,1164.5017000000007,2065.1060999999995,114.0

1668634409,1,GET,/0/3.14159,0.700000,0.000000,1500,1500,1500,1500,3300,3300,3300,3300,3300,3300,3300,11,0,1300.0,1595.8330999999998,1164.5017000000007,3288.2701999999995,114.0

1668634409,1,,Aggregated,0.700000,0.000000,1500,1500,1500,1500,3300,3300,3300,3300,3300,3300,3300,11,0,1300.0,1595.8330999999998,1164.5017000000007,3288.2701999999995,114.0

1668634410,1,GET,/0/3.14159,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,12,0,1300.0,1574.8416333333332,1164.5017000000007,3288.2701999999995,114.0

1668634410,1,,Aggregated,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,12,0,1300.0,1574.8416333333332,1164.5017000000007,3288.2701999999995,114.0

1668634411,1,GET,/0/3.14159,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,12,0,1300.0,1574.8416333333332,1164.5017000000007,3288.2701999999995,114.0

1668634411,1,,Aggregated,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,12,0,1300.0,1574.8416333333332,1164.5017000000007,3288.2701999999995,114.0

1668634412,1,GET,/0/3.14159,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,13,0,1300.0,1552.7366999999997,1164.5017000000007,3288.2701999999995,114.0

1668634412,1,,Aggregated,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,13,0,1300.0,1552.7366999999997,1164.5017000000007,3288.2701999999995,114.0

1668634413,1,GET,/0/3.14159,0.600000,0.000000,1300,1300,1300,1300,3300,3300,3300,3300,3300,3300,3300,14,0,1300.0,1536.9960285714283,1164.5017000000007,3288.2701999999995,114.0

1668634413,1,,Aggregated,0.600000,0.000000,1300,1300,1300,1300,3300,3300,3300,3300,3300,3300,3300,14,0,1300.0,1536.9960285714283,1164.5017000000007,3288.2701999999995,114.0

1668634414,1,GET,/0/3.14159,0.600000,0.000000,1300,1300,1300,1300,3300,3300,3300,3300,3300,3300,3300,15,0,1300.0,1524.2960999999998,1164.5017000000007,3288.2701999999995,114.0

1668634414,1,,Aggregated,0.600000,0.000000,1300,1300,1300,1300,3300,3300,3300,3300,3300,3300,3300,15,0,1300.0,1524.2960999999998,1164.5017000000007,3288.2701999999995,114.0

1668634415,1,GET,/0/3.14159,0.600000,0.000000,1300,1300,1300,1300,3300,3300,3300,3300,3300,3300,3300,15,0,1300.0,1524.2960999999998,1164.5017000000007,3288.2701999999995,114.0

1668634415,1,,Aggregated,0.600000,0.000000,1300,1300,1300,1300,3300,3300,3300,3300,3300,3300,3300,15,0,1300.0,1524.2960999999998,1164.5017000000007,3288.2701999999995,114.0

1668634416,1,GET,/0/3.14159,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,16,0,1300.0,1524.4557249999998,1164.5017000000007,3288.2701999999995,114.0

1668634416,1,,Aggregated,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,16,0,1300.0,1524.4557249999998,1164.5017000000007,3288.2701999999995,114.0

1668634417,1,GET,/0/3.14159,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,17,0,1300.0,1512.8469411764702,1164.5017000000007,3288.2701999999995,114.0

1668634417,1,,Aggregated,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,17,0,1300.0,1512.8469411764702,1164.5017000000007,3288.2701999999995,114.0

1668634418,1,GET,/0/3.14159,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,18,0,1300.0,1502.5912055555555,1164.5017000000007,3288.2701999999995,114.0

1668634418,1,,Aggregated,0.600000,0.000000,1300,1300,1500,1500,3300,3300,3300,3300,3300,3300,3300,18,0,1300.0,1502.5912055555555,1164.5017000000007,3288.2701999999995,114.0

1668634419,1,GET,/0/3.14159,0.600000,0.000000,1300,1300,1300,1300,1500,1500,1500,1500,1500,1500,1500,18,0,1300.0,1502.5912055555555,1164.5017000000007,3288.2701999999995,114.0

1668634419,1,,Aggregated,0.600000,0.000000,1300,1300,1300,1300,1500,1500,1500,1500,1500,1500,1500,18,0,1300.0,1502.5912055555555,1164.5017000000007,3288.2701999999995,114.0

1668634420,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,19,0,1300.0,1498.9693,1164.5017000000007,3288.2701999999995,114.0

1668634420,1,,Aggregated,0.700000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,19,0,1300.0,1498.9693,1164.5017000000007,3288.2701999999995,114.0

1668634421,1,GET,/0/3.14159,0.800000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,20,0,1300.0,1490.4911749999999,1164.5017000000007,3288.2701999999995,114.0

1668634421,1,,Aggregated,0.800000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,20,0,1300.0,1490.4911749999999,1164.5017000000007,3288.2701999999995,114.0

1668634422,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,21,0,1300.0,1479.790433333333,1164.5017000000007,3288.2701999999995,114.0

1668634422,1,,Aggregated,0.700000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,21,0,1300.0,1479.790433333333,1164.5017000000007,3288.2701999999995,114.0

1668634423,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,21,0,1300.0,1479.790433333333,1164.5017000000007,3288.2701999999995,114.0

1668634423,1,,Aggregated,0.700000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,21,0,1300.0,1479.790433333333,1164.5017000000007,3288.2701999999995,114.0

1668634424,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,22,0,1300.0,1469.0969136363633,1164.5017000000007,3288.2701999999995,114.0

1668634424,1,,Aggregated,0.700000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,22,0,1300.0,1469.0969136363633,1164.5017000000007,3288.2701999999995,114.0

1668634425,1,GET,/0/3.14159,0.800000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,23,0,1300.0,1461.758034782608,1164.5017000000007,3288.2701999999995,114.0

1668634425,1,,Aggregated,0.800000,0.000000,1300,1300,1400,1400,1500,1500,1500,1500,1500,1500,1500,23,0,1300.0,1461.758034782608,1164.5017000000007,3288.2701999999995,114.0

1668634427,1,GET,/0/3.14159,0.800000,0.000000,1300,1300,1300,1300,1400,1400,1400,1400,1400,1400,1400,23,0,1300.0,1461.758034782608,1164.5017000000007,3288.2701999999995,114.0

1668634427,1,,Aggregated,0.800000,0.000000,1300,1300,1300,1300,1400,1400,1400,1400,1400,1400,1400,23,0,1300.0,1461.758034782608,1164.5017000000007,3288.2701999999995,114.0

1668634428,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1400,1400,2100,2100,2100,2100,2100,2100,2100,24,0,1300.0,1486.8388374999993,1164.5017000000007,3288.2701999999995,114.0

1668634428,1,,Aggregated,0.700000,0.000000,1300,1300,1400,1400,2100,2100,2100,2100,2100,2100,2100,24,0,1300.0,1486.8388374999993,1164.5017000000007,3288.2701999999995,114.0

1668634429,1,GET,/0/3.14159,0.800000,0.000000,1300,1300,1400,1400,2100,2100,2100,2100,2100,2100,2100,25,0,1300.0,1479.2128679999992,1164.5017000000007,3288.2701999999995,114.0

1668634429,1,,Aggregated,0.800000,0.000000,1300,1300,1400,1400,2100,2100,2100,2100,2100,2100,2100,25,0,1300.0,1479.2128679999992,1164.5017000000007,3288.2701999999995,114.0

1668634430,1,GET,/0/3.14159,0.800000,0.000000,1300,1300,1300,1300,2100,2100,2100,2100,2100,2100,2100,25,0,1300.0,1479.2128679999992,1164.5017000000007,3288.2701999999995,114.0

1668634430,1,,Aggregated,0.800000,0.000000,1300,1300,1300,1300,2100,2100,2100,2100,2100,2100,2100,25,0,1300.0,1479.2128679999992,1164.5017000000007,3288.2701999999995,114.0

1668634431,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1500,1500,2100,2100,2100,2100,2100,2100,2100,26,0,1300.0,1479.2695846153838,1164.5017000000007,3288.2701999999995,114.0

1668634431,1,,Aggregated,0.700000,0.000000,1300,1300,1500,1500,2100,2100,2100,2100,2100,2100,2100,26,0,1300.0,1479.2695846153838,1164.5017000000007,3288.2701999999995,114.0

1668634432,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1500,1500,2100,2100,2100,2100,2100,2100,2100,27,0,1300.0,1472.054481481481,1164.5017000000007,3288.2701999999995,114.0

1668634432,1,,Aggregated,0.700000,0.000000,1300,1300,1500,1500,2100,2100,2100,2100,2100,2100,2100,27,0,1300.0,1472.054481481481,1164.5017000000007,3288.2701999999995,114.0

1668634433,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1500,1500,2100,2100,2100,2100,2100,2100,2100,27,0,1300.0,1472.054481481481,1164.5017000000007,3288.2701999999995,114.0

1668634433,1,,Aggregated,0.700000,0.000000,1300,1300,1500,1500,2100,2100,2100,2100,2100,2100,2100,27,0,1300.0,1472.054481481481,1164.5017000000007,3288.2701999999995,114.0

1668634434,1,GET,/0/3.14159,0.700000,0.000000,1500,1500,2100,2100,2100,2100,2100,2100,2100,2100,2100,28,0,1300.0,1493.4713428571424,1164.5017000000007,3288.2701999999995,114.0

1668634434,1,,Aggregated,0.700000,0.000000,1500,1500,2100,2100,2100,2100,2100,2100,2100,2100,2100,28,0,1300.0,1493.4713428571424,1164.5017000000007,3288.2701999999995,114.0

1668634435,1,GET,/0/3.14159,0.600000,0.000000,1400,1500,2100,2100,2100,2100,2100,2100,2100,2100,2100,29,0,1300.0,1490.4476689655169,1164.5017000000007,3288.2701999999995,114.0

1668634435,1,,Aggregated,0.600000,0.000000,1400,1500,2100,2100,2100,2100,2100,2100,2100,2100,2100,29,0,1300.0,1490.4476689655169,1164.5017000000007,3288.2701999999995,114.0

1668634436,1,GET,/0/3.14159,0.600000,0.000000,1500,1500,2100,2100,2100,2100,2100,2100,2100,2100,2100,29,0,1300.0,1490.4476689655169,1164.5017000000007,3288.2701999999995,114.0

1668634436,1,,Aggregated,0.600000,0.000000,1500,1500,2100,2100,2100,2100,2100,2100,2100,2100,2100,29,0,1300.0,1490.4476689655169,1164.5017000000007,3288.2701999999995,114.0

1668634437,1,GET,/0/3.14159,0.700000,0.000000,1500,1500,1600,1600,2100,2100,2100,2100,2100,2100,2100,30,0,1300.0,1495.393293333333,1164.5017000000007,3288.2701999999995,114.0

1668634437,1,,Aggregated,0.700000,0.000000,1500,1500,1600,1600,2100,2100,2100,2100,2100,2100,2100,30,0,1300.0,1495.393293333333,1164.5017000000007,3288.2701999999995,114.0

1668634438,1,GET,/0/3.14159,0.700000,0.000000,1500,1500,1600,1600,2100,2100,2100,2100,2100,2100,2100,30,0,1300.0,1495.393293333333,1164.5017000000007,3288.2701999999995,114.0

1668634438,1,,Aggregated,0.700000,0.000000,1500,1500,1600,1600,2100,2100,2100,2100,2100,2100,2100,30,0,1300.0,1495.393293333333,1164.5017000000007,3288.2701999999995,114.0

1668634439,1,GET,/0/3.14159,0.600000,0.000000,1600,1600,2100,2100,2200,2200,2200,2200,2200,2200,2200,31,0,1300.0,1516.642609677419,1164.5017000000007,3288.2701999999995,114.0

1668634439,1,,Aggregated,0.600000,0.000000,1600,1600,2100,2100,2200,2200,2200,2200,2200,2200,2200,31,0,1300.0,1516.642609677419,1164.5017000000007,3288.2701999999995,114.0

1668634440,1,GET,/0/3.14159,0.600000,0.000000,1600,2100,2100,2200,2200,2200,2200,2200,2200,2200,2200,31,0,1300.0,1516.642609677419,1164.5017000000007,3288.2701999999995,114.0

1668634440,1,,Aggregated,0.600000,0.000000,1600,2100,2100,2200,2200,2200,2200,2200,2200,2200,2200,31,0,1300.0,1516.642609677419,1164.5017000000007,3288.2701999999995,114.0

1668634441,1,GET,/0/3.14159,0.600000,0.000000,1600,1600,2100,2100,2200,2200,2200,2200,2200,2200,2200,32,0,1300.0,1514.0611406249996,1164.5017000000007,3288.2701999999995,114.0

1668634441,1,,Aggregated,0.600000,0.000000,1600,1600,2100,2100,2200,2200,2200,2200,2200,2200,2200,32,0,1300.0,1514.0611406249996,1164.5017000000007,3288.2701999999995,114.0

1668634442,1,GET,/0/3.14159,0.600000,0.000000,1600,1600,2100,2100,2200,2200,2200,2200,2200,2200,2200,33,0,1300.0,1509.062224242424,1164.5017000000007,3288.2701999999995,114.0

1668634442,1,,Aggregated,0.600000,0.000000,1600,1600,2100,2100,2200,2200,2200,2200,2200,2200,2200,33,0,1300.0,1509.062224242424,1164.5017000000007,3288.2701999999995,114.0

1668634443,1,GET,/0/3.14159,0.600000,0.000000,1400,1600,2100,2100,2200,2200,2200,2200,2200,2200,2200,34,0,1300.0,1503.155844117647,1164.5017000000007,3288.2701999999995,114.0

1668634443,1,,Aggregated,0.600000,0.000000,1400,1600,2100,2100,2200,2200,2200,2200,2200,2200,2200,34,0,1300.0,1503.155844117647,1164.5017000000007,3288.2701999999995,114.0

1668634444,1,GET,/0/3.14159,0.600000,0.000000,1400,1400,1600,1600,2200,2200,2200,2200,2200,2200,2200,35,0,1300.0,1495.2746057142854,1164.5017000000007,3288.2701999999995,114.0

1668634444,1,,Aggregated,0.600000,0.000000,1400,1400,1600,1600,2200,2200,2200,2200,2200,2200,2200,35,0,1300.0,1495.2746057142854,1164.5017000000007,3288.2701999999995,114.0

1668634445,1,GET,/0/3.14159,0.600000,0.000000,1400,1400,1600,1600,2200,2200,2200,2200,2200,2200,2200,35,0,1300.0,1495.2746057142854,1164.5017000000007,3288.2701999999995,114.0

1668634445,1,,Aggregated,0.600000,0.000000,1400,1400,1600,1600,2200,2200,2200,2200,2200,2200,2200,35,0,1300.0,1495.2746057142854,1164.5017000000007,3288.2701999999995,114.0

1668634446,1,GET,/0/3.14159,0.700000,0.000000,1300,1400,1600,1600,2200,2200,2200,2200,2200,2200,2200,36,0,1300.0,1484.6615222222217,1113.2035999999985,3288.2701999999995,114.0

1668634446,1,,Aggregated,0.700000,0.000000,1300,1400,1600,1600,2200,2200,2200,2200,2200,2200,2200,36,0,1300.0,1484.6615222222217,1113.2035999999985,3288.2701999999995,114.0

1668634447,1,GET,/0/3.14159,0.600000,0.000000,1300,1400,1700,1700,2200,2200,2200,2200,2200,2200,2200,37,0,1300.0,1489.4959162162158,1113.2035999999985,3288.2701999999995,114.0

1668634447,1,,Aggregated,0.600000,0.000000,1300,1400,1700,1700,2200,2200,2200,2200,2200,2200,2200,37,0,1300.0,1489.4959162162158,1113.2035999999985,3288.2701999999995,114.0

1668634448,1,GET,/0/3.14159,0.700000,0.000000,1300,1400,1700,1700,2200,2200,2200,2200,2200,2200,2200,38,0,1300.0,1482.3131131578943,1113.2035999999985,3288.2701999999995,114.0

1668634448,1,,Aggregated,0.700000,0.000000,1300,1400,1700,1700,2200,2200,2200,2200,2200,2200,2200,38,0,1300.0,1482.3131131578943,1113.2035999999985,3288.2701999999995,114.0

1668634449,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1400,1400,1700,1700,1700,1700,1700,1700,1700,38,0,1300.0,1482.3131131578943,1113.2035999999985,3288.2701999999995,114.0

1668634449,1,,Aggregated,0.700000,0.000000,1300,1300,1400,1400,1700,1700,1700,1700,1700,1700,1700,38,0,1300.0,1482.3131131578943,1113.2035999999985,3288.2701999999995,114.0

1668634450,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1300,1300,1700,1700,1700,1700,1700,1700,1700,39,0,1300.0,1478.4392538461536,1113.2035999999985,3288.2701999999995,114.0

1668634450,1,,Aggregated,0.700000,0.000000,1300,1300,1300,1300,1700,1700,1700,1700,1700,1700,1700,39,0,1300.0,1478.4392538461536,1113.2035999999985,3288.2701999999995,114.0

1668634451,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1300,1300,1700,1700,1700,1700,1700,1700,1700,40,0,1300.0,1474.1109249999997,1113.2035999999985,3288.2701999999995,114.0

1668634451,1,,Aggregated,0.700000,0.000000,1300,1300,1300,1300,1700,1700,1700,1700,1700,1700,1700,40,0,1300.0,1474.1109249999997,1113.2035999999985,3288.2701999999995,114.0

1668634452,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1300,1300,1700,1700,1700,1700,1700,1700,1700,40,0,1300.0,1474.1109249999997,1113.2035999999985,3288.2701999999995,114.0

1668634452,1,,Aggregated,0.700000,0.000000,1300,1300,1300,1300,1700,1700,1700,1700,1700,1700,1700,40,0,1300.0,1474.1109249999997,1113.2035999999985,3288.2701999999995,114.0

1668634453,1,GET,/0/3.14159,0.800000,0.000000,1300,1300,1600,1600,1700,1700,1700,1700,1700,1700,1700,41,0,1300.0,1476.228170731707,1113.2035999999985,3288.2701999999995,114.0

1668634453,1,,Aggregated,0.800000,0.000000,1300,1300,1600,1600,1700,1700,1700,1700,1700,1700,1700,41,0,1300.0,1476.228170731707,1113.2035999999985,3288.2701999999995,114.0

1668634454,1,GET,/0/3.14159,0.800000,0.000000,1300,1300,1600,1600,1700,1700,1700,1700,1700,1700,1700,42,0,1300.0,1468.2511571428568,1113.2035999999985,3288.2701999999995,114.0

1668634454,1,,Aggregated,0.800000,0.000000,1300,1300,1600,1600,1700,1700,1700,1700,1700,1700,1700,42,0,1300.0,1468.2511571428568,1113.2035999999985,3288.2701999999995,114.0

1668634455,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1600,1600,1700,1700,1700,1700,1700,1700,1700,43,0,1300.0,1461.0541162790696,1113.2035999999985,3288.2701999999995,114.0

1668634455,1,,Aggregated,0.700000,0.000000,1300,1300,1600,1600,1700,1700,1700,1700,1700,1700,1700,43,0,1300.0,1461.0541162790696,1113.2035999999985,3288.2701999999995,114.0

1668634456,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1600,1600,1700,1700,1700,1700,1700,1700,1700,44,0,1300.0,1457.0117590909088,1113.2035999999985,3288.2701999999995,114.0

1668634456,1,,Aggregated,0.700000,0.000000,1300,1300,1600,1600,1700,1700,1700,1700,1700,1700,1700,44,0,1300.0,1457.0117590909088,1113.2035999999985,3288.2701999999995,114.0

1668634457,1,GET,/0/3.14159,0.800000,0.000000,1300,1300,1400,1400,1600,1600,1600,1600,1600,1600,1600,45,0,1300.0,1455.56756,1113.2035999999985,3288.2701999999995,114.0

1668634457,1,,Aggregated,0.800000,0.000000,1300,1300,1400,1400,1600,1600,1600,1600,1600,1600,1600,45,0,1300.0,1455.56756,1113.2035999999985,3288.2701999999995,114.0

1668634458,1,GET,/0/3.14159,0.800000,0.000000,1300,1300,1400,1400,1600,1600,1600,1600,1600,1600,1600,45,0,1300.0,1455.56756,1113.2035999999985,3288.2701999999995,114.0

1668634458,1,,Aggregated,0.800000,0.000000,1300,1300,1400,1400,1600,1600,1600,1600,1600,1600,1600,45,0,1300.0,1455.56756,1113.2035999999985,3288.2701999999995,114.0

1668634459,1,GET,/0/3.14159,0.800000,0.000000,1300,1300,1400,1400,1600,1600,1600,1600,1600,1600,1600,46,0,1300.0,1449.6722130434782,1113.2035999999985,3288.2701999999995,114.0

1668634459,1,,Aggregated,0.800000,0.000000,1300,1300,1400,1400,1600,1600,1600,1600,1600,1600,1600,46,0,1300.0,1449.6722130434782,1113.2035999999985,3288.2701999999995,114.0

1668634460,1,GET,/0/3.14159,0.700000,0.000000,1300,1300,1400,1400,1600,1600,1600,1600,1600,1600,1600,47,0,1300.0,1445.0924574468088,1113.2035999999985,3288.2701999999995,114.0

1668634460,1,,Aggregated,0.700000,0.000000,1300,1300,1400,1400,1600,1600,1600,1600,1600,1600,1600,47,0,1300.0,1445.0924574468088,1113.2035999999985,3288.2701999999995,114.0

1668634461,1,GET,/0/3.14159,0.800000,0.000000,1300,1400,1400,1400,1600,1600,1600,1600,1600,1600,1600,48,0,1300.0,1444.6828645833336,1113.2035999999985,3288.2701999999995,114.0

1668634461,1,,Aggregated,0.800000,0.000000,1300,1400,1400,1400,1600,1600,1600,1600,1600,1600,1600,48,0,1300.0,1444.6828645833336,1113.2035999999985,3288.2701999999995,114.0

1668634462,1,GET,/0/3.14159,0.800000,0.000000,1200,1300,1400,1400,1400,1400,1400,1400,1400,1400,1400,48,0,1300.0,1444.6828645833336,1113.2035999999985,3288.2701999999995,114.0

1668634462,1,,Aggregated,0.800000,0.000000,1200,1300,1400,1400,1400,1400,1400,1400,1400,1400,1400,48,0,1300.0,1444.6828645833336,1113.2035999999985,3288.2701999999995,114.0

